"age","education","occupation","sex","native-country","class (income)"
17,"HS-grad","Sales","Female","United-States","<=50K"
42,"Some-college","Prof-specialty","Male","United-States","<=50K"
30,"10th","Craft-repair","Male","United-States","<=50K"
36,"Assoc-voc","Tech-support","Male","Hong","<=50K"
53,"Bachelors","Prof-specialty","Female","United-States","<=50K"
23,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
35,"HS-grad","Other-service","Female","United-States","<=50K"
32,"11th","Craft-repair","Male","United-States",">50K"
39,"Bachelors","Prof-specialty","Female","Poland",">50K"
40,"Masters","Prof-specialty","Male","United-States","<=50K"
28,"Some-college","Adm-clerical","Male","United-States","<=50K"
32,"HS-grad","Transport-moving","Male","United-States","<=50K"
42,"Some-college","Adm-clerical","Female","United-States","<=50K"
35,"Bachelors","Adm-clerical","Female","United-States","<=50K"
35,"12th","Machine-op-inspct","Female","United-States","<=50K"
21,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
71,"7th-8th","Exec-managerial","Male","United-States",">50K"
31,"HS-grad","Other-service","Male","United-States","<=50K"
25,"Some-college","Adm-clerical","Female","United-States","<=50K"
35,"HS-grad","Adm-clerical","Female","United-States","<=50K"
24,"HS-grad","Other-service","Male","United-States","<=50K"
69,"Some-college","Sales","Male","United-States","<=50K"
35,"Bachelors","Sales","Male","United-States","<=50K"
42,"Bachelors","Sales","Male","United-States",">50K"
51,"Assoc-voc","Tech-support","Male","United-States",">50K"
48,"HS-grad","Transport-moving","Male","United-States","<=50K"
49,"Assoc-voc","Adm-clerical","Male","United-States","<=50K"
53,"Assoc-acdm","Exec-managerial","Male","United-States","<=50K"
43,"Some-college","Adm-clerical","Male","United-States","<=50K"
53,"Bachelors","Exec-managerial","Male","United-States",">50K"
35,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
36,"HS-grad","Other-service","Female","United-States","<=50K"
34,"Masters","Prof-specialty","Female","United-States","<=50K"
48,"Some-college","Other-service","Male","United-States",">50K"
53,"HS-grad","Adm-clerical","Female","United-States","<=50K"
37,"Some-college","Handlers-cleaners","Male","United-States","<=50K"
49,"Prof-school","Exec-managerial","Female","United-States","<=50K"
41,"HS-grad","Craft-repair","Male","United-States","<=50K"
25,"Some-college","Other-service","Female","United-States","<=50K"
24,"Some-college","Craft-repair","Male","United-States","<=50K"
34,"HS-grad","Craft-repair","Male","United-States","<=50K"
29,"HS-grad","Craft-repair","Female","United-States","<=50K"
23,"Bachelors","Tech-support","Female","United-States","<=50K"
46,"Some-college","Sales","Male","United-States","<=50K"
20,"Some-college","Other-service","Female","United-States","<=50K"
63,"12th","Craft-repair","Male","United-States","<=50K"
40,"Masters","Sales","Male","United-States","<=50K"
33,"Assoc-acdm","Prof-specialty","Male","United-States","<=50K"
24,"Some-college","Adm-clerical","Female","United-States","<=50K"
36,"Some-college","Other-service","Male","United-States","<=50K"
25,"HS-grad","Prof-specialty","Male","United-States","<=50K"
54,"9th","Other-service","Male","United-States","<=50K"
50,"Bachelors","Sales","Male","United-States","<=50K"
58,"Bachelors","Exec-managerial","Male","United-States","<=50K"
17,"11th","Other-service","Male","England","<=50K"
40,"HS-grad","Exec-managerial","Male","United-States",">50K"
27,"Bachelors","Sales","Male","United-States","<=50K"
20,"HS-grad","Sales","Female","United-States","<=50K"
22,"11th","Craft-repair","Male","United-States","<=50K"
80,"11th","Exec-managerial","Male","United-States","<=50K"
52,"HS-grad","Transport-moving","Male","United-States","<=50K"
40,"Bachelors","Adm-clerical","Male","United-States",">50K"
48,"10th","Machine-op-inspct","Female","United-States","<=50K"
62,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
32,"Assoc-acdm","Tech-support","Male","United-States",">50K"
58,"Bachelors","Exec-managerial","Male","United-States",">50K"
37,"Masters","Exec-managerial","Male","United-States",">50K"
29,"Doctorate","Prof-specialty","Male","United-States",">50K"
25,"HS-grad","Other-service","Male","United-States","<=50K"
26,"Some-college","Machine-op-inspct","Male","United-States","<=50K"
50,"Some-college","Sales","Male","United-States","<=50K"
30,"Bachelors","Prof-specialty","Male","United-States",">50K"
30,"Bachelors","Prof-specialty","Male","United-States","<=50K"
59,"HS-grad","Other-service","Female","United-States","<=50K"
36,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
37,"Masters","Exec-managerial","Male","Ecuador",">50K"
42,"Bachelors","Exec-managerial","Female","United-States",">50K"
34,"Bachelors","Exec-managerial","Male","United-States",">50K"
27,"9th","Craft-repair","Male","United-States","<=50K"
39,"Bachelors","Tech-support","Male","United-States",">50K"
41,"Assoc-voc","Other-service","Male","India",">50K"
34,"Bachelors","Craft-repair","Male","South",">50K"
41,"Some-college","Exec-managerial","Male","United-States","<=50K"
50,"Some-college","Adm-clerical","Female","United-States","<=50K"
18,"HS-grad","Handlers-cleaners","Female","United-States","<=50K"
23,"Bachelors","Exec-managerial","Female","United-States","<=50K"
26,"HS-grad","Craft-repair","Male","United-States","<=50K"
38,"Some-college","Transport-moving","Male","United-States",">50K"
27,"Some-college","Prof-specialty","Male","United-States","<=50K"
21,"10th","Handlers-cleaners","Male","Dominican-Republic","<=50K"
41,"HS-grad","Other-service","Male","United-States","<=50K"
42,"Assoc-acdm","Craft-repair","Male","United-States","<=50K"
25,"10th","Machine-op-inspct","Male","United-States","<=50K"
43,"Bachelors","Sales","Male","United-States",">50K"
23,"Some-college","Handlers-cleaners","Male","United-States","<=50K"
40,"Bachelors","Prof-specialty","Male","United-States",">50K"
23,"Some-college","Sales","Male","United-States","<=50K"
18,"11th","Other-service","Female","United-States","<=50K"
37,"Bachelors","Exec-managerial","Male","United-States","<=50K"
58,"9th","Machine-op-inspct","Male","United-States","<=50K"
36,"Some-college","Craft-repair","Male","United-States","<=50K"
36,"Assoc-acdm","Prof-specialty","Male","United-States",">50K"
25,"Assoc-voc","Prof-specialty","Female","United-States",">50K"
62,"Bachelors","Exec-managerial","Male","United-States",">50K"
34,"Some-college","Transport-moving","Male","United-States","<=50K"
27,"Bachelors","Prof-specialty","Female","United-States","<=50K"
23,"HS-grad","Sales","Male","United-States","<=50K"
55,"HS-grad","Adm-clerical","Female","United-States","<=50K"
42,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
22,"HS-grad","Adm-clerical","Female","United-States","<=50K"
44,"Assoc-acdm","Sales","Male","United-States",">50K"
42,"Some-college","Transport-moving","Male","United-States","<=50K"
21,"HS-grad","Adm-clerical","Male","United-States","<=50K"
25,"Assoc-acdm","Adm-clerical","Female","United-States","<=50K"
31,"1st-4th","Handlers-cleaners","Male","Honduras","<=50K"
42,"Some-college","Craft-repair","Male","United-States","<=50K"
26,"9th","Craft-repair","Male","United-States","<=50K"
62,"Some-college","Exec-managerial","Male","United-States",">50K"
28,"Bachelors","Exec-managerial","Male","United-States",">50K"
34,"Masters","Exec-managerial","Male","United-States","<=50K"
51,"Bachelors","Handlers-cleaners","Male","United-States","<=50K"
45,"Masters","Prof-specialty","Female","United-States",">50K"
44,"Some-college","Transport-moving","Male","United-States",">50K"
35,"Some-college","Farming-fishing","Male","United-States","<=50K"
46,"7th-8th","Transport-moving","Male","United-States","<=50K"
46,"Assoc-acdm","Tech-support","Male","United-States","<=50K"
46,"Bachelors","Exec-managerial","Male","United-States",">50K"
66,"Bachelors","Exec-managerial","Male","United-States",">50K"
34,"HS-grad","Adm-clerical","Female","United-States","<=50K"
26,"Assoc-acdm","Sales","Male","United-States","<=50K"
29,"HS-grad","Craft-repair","Male","United-States",">50K"
23,"Bachelors","Adm-clerical","Female","United-States","<=50K"
46,"9th","Machine-op-inspct","Female","United-States","<=50K"
54,"Masters","Sales","Male","United-States",">50K"
54,"7th-8th","Farming-fishing","Male","United-States","<=50K"
71,"9th","Sales","Female","United-States","<=50K"
51,"12th","Craft-repair","Male","United-States","<=50K"
32,"HS-grad","Craft-repair","Male","United-States","<=50K"
57,"11th","Craft-repair","Male","Canada","<=50K"
34,"9th","Craft-repair","Male","United-States","<=50K"
40,"Bachelors","Sales","Male","United-States",">50K"
21,"HS-grad","Exec-managerial","Female","United-States","<=50K"
50,"Masters","Prof-specialty","Male","United-States",">50K"
32,"Assoc-voc","Craft-repair","Male","Ireland","<=50K"
37,"Bachelors","Prof-specialty","Female","United-States",">50K"
19,"7th-8th","Craft-repair","Male","United-States","<=50K"
64,"HS-grad","Adm-clerical","Female","United-States","<=50K"
17,"11th","Other-service","Male","United-States","<=50K"
37,"Assoc-voc","Other-service","Male","United-States","<=50K"
32,"Some-college","Craft-repair","Male","United-States","<=50K"
20,"Some-college","Other-service","Male","United-States","<=50K"
39,"Doctorate","Prof-specialty","Male","United-States",">50K"
18,"12th","Handlers-cleaners","Male","Columbia","<=50K"
42,"Masters","Prof-specialty","Male","United-States",">50K"
43,"Some-college","Sales","Male","United-States",">50K"
42,"Bachelors","Adm-clerical","Male","United-States",">50K"
53,"Bachelors","Prof-specialty","Female","United-States",">50K"
52,"HS-grad","Sales","Male","United-States","<=50K"
51,"10th","Farming-fishing","Male","United-States","<=50K"
77,"Some-college","Sales","Male","United-States","<=50K"
25,"Some-college","Sales","Female","United-States","<=50K"
38,"Some-college","Prof-specialty","Male","United-States","<=50K"
20,"HS-grad","Other-service","Male","United-States","<=50K"
23,"HS-grad","Craft-repair","Male","United-States","<=50K"
27,"HS-grad","Adm-clerical","Female","United-States","<=50K"
19,"11th","Other-service","Female","United-States","<=50K"
41,"Bachelors","Sales","Male","United-States",">50K"
47,"Some-college","Exec-managerial","Male","United-States","<=50K"
42,"Masters","Exec-managerial","Female","United-States","<=50K"
36,"Bachelors","Sales","Male","United-States",">50K"
42,"Masters","Farming-fishing","Male","United-States",">50K"
24,"Bachelors","Adm-clerical","Female","United-States","<=50K"
22,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
42,"Prof-school","Exec-managerial","Male","United-States",">50K"
24,"Bachelors","Prof-specialty","Male","United-States","<=50K"
41,"Some-college","Adm-clerical","Male","United-States",">50K"
29,"HS-grad","Protective-serv","Male","Philippines","<=50K"
36,"HS-grad","Craft-repair","Male","United-States","<=50K"
78,"HS-grad","Sales","Male","United-States",">50K"
43,"Assoc-voc","Tech-support","Female","United-States",">50K"
34,"Some-college","Exec-managerial","Female","United-States","<=50K"
24,"12th","Craft-repair","Male","United-States","<=50K"
36,"Assoc-voc","Tech-support","Male","United-States","<=50K"
49,"Some-college","Sales","Male","United-States","<=50K"
21,"9th","Transport-moving","Male","United-States","<=50K"
51,"Assoc-acdm","Other-service","Female","United-States","<=50K"
30,"HS-grad","Tech-support","Male","United-States","<=50K"
37,"HS-grad","Craft-repair","Male","United-States","<=50K"
30,"Assoc-voc","Adm-clerical","Female","United-States","<=50K"
46,"HS-grad","Craft-repair","Male","United-States","<=50K"
24,"HS-grad","Other-service","Male","United-States","<=50K"
32,"Bachelors","Sales","Male","United-States",">50K"
36,"Some-college","Prof-specialty","Male","United-States","<=50K"
30,"11th","Handlers-cleaners","Female","United-States","<=50K"
60,"Some-college","Transport-moving","Male","United-States","<=50K"
56,"Some-college","Exec-managerial","Female","United-States","<=50K"
57,"11th","Machine-op-inspct","Male","United-States","<=50K"
61,"Bachelors","Exec-managerial","Female","United-States","<=50K"
50,"HS-grad","Craft-repair","Male","United-States",">50K"
56,"HS-grad","Exec-managerial","Male","United-States","<=50K"
61,"Some-college","Sales","Male","United-States",">50K"
45,"Masters","Exec-managerial","Male","United-States",">50K"
31,"Masters","Prof-specialty","Male","United-States",">50K"
60,"HS-grad","Exec-managerial","Male","United-States",">50K"
26,"Some-college","Prof-specialty","Male","United-States","<=50K"
56,"11th","Other-service","Female","United-States","<=50K"
45,"11th","Other-service","Female","United-States","<=50K"
28,"Assoc-acdm","Exec-managerial","Male","United-States",">50K"
45,"Some-college","Exec-managerial","Male","United-States","<=50K"
58,"9th","Handlers-cleaners","Male","United-States","<=50K"
38,"Assoc-voc","Tech-support","Female","United-States","<=50K"
23,"Bachelors","Exec-managerial","Female","United-States","<=50K"
49,"HS-grad","Craft-repair","Male","United-States",">50K"
19,"Some-college","Sales","Female","United-States","<=50K"
22,"HS-grad","Other-service","Male","United-States","<=50K"
23,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
23,"HS-grad","Adm-clerical","Female","United-States","<=50K"
40,"HS-grad","Craft-repair","Male","United-States","<=50K"
55,"Bachelors","Prof-specialty","Female","United-States","<=50K"
34,"Assoc-voc","Prof-specialty","Female","United-States","<=50K"
21,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
28,"HS-grad","Other-service","Female","United-States","<=50K"
43,"Bachelors","Tech-support","Male","United-States","<=50K"
17,"9th","Transport-moving","Male","United-States","<=50K"
51,"10th","Transport-moving","Female","United-States","<=50K"
37,"HS-grad","Sales","Male","United-States",">50K"
54,"Bachelors","Sales","Male","United-States",">50K"
24,"Bachelors","Sales","Male","United-States","<=50K"
35,"HS-grad","Craft-repair","Male","United-States",">50K"
48,"HS-grad","Machine-op-inspct","Female","United-States","<=50K"
23,"Assoc-voc","Machine-op-inspct","Male","United-States","<=50K"
24,"HS-grad","Priv-house-serv","Female","England","<=50K"
24,"Assoc-voc","Adm-clerical","Female","United-States","<=50K"
50,"7th-8th","Craft-repair","Male","United-States","<=50K"
34,"HS-grad","Transport-moving","Male","United-States",">50K"
45,"HS-grad","Adm-clerical","Female","United-States","<=50K"
36,"11th","Craft-repair","Male","United-States","<=50K"
